crimeDate,crimeTime,crimeCode,location,description,weapon,post,district,neighborhood,Location 1,Total Incidents
05/04/2010,2316,1F,2100 FREDERICK AV,HOMICIDE,FIREARM,836,SOUTHWESTERN,Boyd-Booth,"(39.2857800000, -76.6499900000)",1
05/03/2010,0030,1F,1500 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Franklin Square,"(39.2896900000, -76.6412500000)",1
04/29/2010,2307,1F,800 W LEXINGTON ST,HOMICIDE,FIREARM,714,WESTERN,Poppleton,"(39.2911200000, -76.6307200000)",1
04/27/2010,1900,1F,500 CHATEAU AV,HOMICIDE,FIREARM,524,NORTHERN,Winston-Govans,"(39.3508300000, -76.6089900000)",1
04/26/2010,0014,1F,1200 BAYARD ST,HOMICIDE,FIREARM,921,SOUTHERN,Washington Village/Pigtown,"(39.2793100000, -76.6364300000)",1
04/26/2010,0220,1F,4800 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,626,NORTHWESTERN,Howard Park,"(39.3319400000, -76.6972900000)",1
04/20/2010,2254,1F,1800 N FULTON AV,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3089400000, -76.6464800000)",1
04/18/2010,1111,1F,3700 LEWISTON AV,HOMICIDE,FIREARM,634,NORTHWESTERN,Arlington,"(39.3492000000, -76.6840800000)",1
04/17/2010,1649,1O,2000 E HOFFMAN ST,HOMICIDE,OTHER,332,EASTERN,Broadway East,"(39.3065900000, -76.5897200000)",1
04/16/2010,2225,1F,4100 KENSHAW AV,HOMICIDE,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3547600000, -76.7008600000)",1
04/16/2010,2309,1F,1200 E NORTH AV,HOMICIDE,FIREARM,312,EASTERN,East Baltimore Midway,"(39.3118500000, -76.6015700000)",1
04/16/2010,2329,1F,1100 N MILTON AV,HOMICIDE,FIREARM,333,EASTERN,Biddle Street,"(39.3041300000, -76.5825900000)",1
04/11/2010,0850,1F,5300 DENMORE AV,HOMICIDE,FIREARM,633,NORTHWESTERN,Arlington,"(39.3493000000, -76.6802500000)",1
04/11/2010,2226,1F,1100 E NORTH AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3117700000, -76.6033300000)",1
04/10/2010,1406,1F,500 E 33RD ST,HOMICIDE,FIREARM,525,NORTHERN,Better Waverly,"(39.3282900000, -76.6092800000)",1
04/08/2010,0030,1F,2900 GREENMOUNT AV,HOMICIDE,FIREARM,515,NORTHERN,Better Waverly,"(39.3238800000, -76.6093900000)",1
04/07/2010,2330,1F,500 GLENWOOD AV,HOMICIDE,FIREARM,524,NORTHERN,Woodbourne-McCabe,"(39.3540400000, -76.6096100000)",1
04/06/2010,2332,1F,2200 FLEETWOOD AV,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3671100000, -76.5713300000)",1
03/29/2010,1325,1F,1900 EAGLE DR,HOMICIDE,FIREARM,821,SOUTHWESTERN,Franklintown,"(39.3050400000, -76.7003400000)",1
03/28/2010,2336,1F,0 N CALVERTON RD,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2878900000, -76.6537900000)",1
03/27/2010,1635,1F,2600 E OLIVER ST,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3079900000, -76.5809000000)",1
03/23/2010,2314,1F,2200 ROSELAWN AV,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3585400000, -76.5712500000)",1
03/22/2010,2100,1F,2600 GROGAN AV,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3064600000, -76.5808800000)",1
03/21/2010,0551,1F,1900 BOONE ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3119500000, -76.6083600000)",1
03/21/2010,1639,1F,3400 PARK HEIGHTS AV,HOMICIDE,FIREARM,611,NORTHWESTERN,Park Circle,"(39.3259600000, -76.6577500000)",1
03/18/2010,2326,1F,3200 BELAIR RD,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3212300000, -76.5740600000)",1
03/15/2010,1800,1O,2300 WHITTIER AV,HOMICIDE,OTHER,736,WESTERN,Parkview/Woodbrook,"(39.3166600000, -76.6474500000)",1
03/15/2010,1844,1F,200 W 25TH ST,HOMICIDE,FIREARM,511,NORTHERN,Remington,"(39.3177700000, -76.6198300000)",1
03/15/2010,2357,1F,6500 FRANKFORD AV,HOMICIDE,FIREARM,432,NORTHEASTERN,Pulaski Industrial Area,"(39.3138500000, -76.5406500000)",1
03/12/2010,1620,1F,2600 N CALVERT ST,HOMICIDE,FIREARM,513,NORTHERN,Charles Village,"(39.3196700000, -76.6143700000)",1
03/05/2010,1934,1F,2100 W FAYETTE ST,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2893900000, -76.6503600000)",1
03/04/2010,2343,1F,4300 BELAIR RD,HOMICIDE,FIREARM,422,NORTHEASTERN,Belair-Parkside,"(39.3283000000, -76.5653200000)",1
03/03/2010,0801,1F,1400 N CAROLINE ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3064200000, -76.5981500000)",1
03/03/2010,0950,1O,200 S ARLINGTON AV,HOMICIDE,OTHER,931,SOUTHERN,Washington Village/Pigtown,"(39.2835100000, -76.6337600000)",1
02/25/2010,2349,1F,1500 N FULTON AV,HOMICIDE,FIREARM,724,WESTERN,Sandtown-Winchester,"(39.3054900000, -76.6462800000)",1
02/23/2010,1125,1K,1400 N DUKELAND ST,HOMICIDE,KNIFE,814,SOUTHWESTERN,Northwest Community Action,"(39.3036300000, -76.6637200000)",1
02/21/2010,2211,1F,3500 CLIFTMONT AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3193500000, -76.5656100000)",1
02/20/2010,0200,1F,0 LIGHT ST,HOMICIDE,FIREARM,112,CENTRAL,Downtown,"(39.2895400000, -76.6137700000)",1
02/17/2010,0315,1K,700 N LAKEWOOD AV,HOMICIDE,KNIFE,334,EASTERN,Madison-Eastend,"(39.2994100000, -76.5795400000)",1
02/17/2010,1230,1F,2200 PRESBURY ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3077000000, -76.6531500000)",1
02/16/2010,0115,1F,3200 WOODLAND AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3451500000, -76.6714600000)",1
02/07/2010,1308,1F,1200 N BENTALOU ST,HOMICIDE,FIREARM,725,WESTERN,Bridgeview/Greenlawn,"(39.3023200000, -76.6537000000)",1
02/06/2010,1845,1K,4000 MASSACHUSETTS AV,HOMICIDE,KNIFE,824,SOUTHWESTERN,Irvington,"(39.2835100000, -76.6825300000)",1
02/05/2010,0030,1F,2400 LOYOLA SOUTHWAY,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3386500000, -76.6579800000)",1
02/03/2010,0853,1F,2100 EDMONDSON AV,HOMICIDE,FIREARM,723,WESTERN,Midtown-Edmondson,"(39.2950000000, -76.6508300000)",1
02/01/2010,0810,1F,2200 N MONROE ST,HOMICIDE,FIREARM,736,WESTERN,Mondawmin,"(39.3131800000, -76.6484000000)",1
01/28/2010,1716,1K,800 W FAYETTE ST,HOMICIDE,KNIFE,712,WESTERN,Poppleton,"(39.2900800000, -76.6295600000)",1
01/25/2010,2130,1F,1900 AISQUITH ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3122700000, -76.6026800000)",1
01/23/2010,0410,1K,6900 MC CLEAN BLVD,HOMICIDE,KNIFE,424,NORTHEASTERN,Hamilton Hills,"(39.3706300000, -76.5671000000)",1
01/19/2010,1445,1F,1700 N CAROLINE ST,HOMICIDE,FIREARM,321,EASTERN,Oliver,"(39.3096100000, -76.5983500000)",1
01/18/2010,1435,1F,600 W HOFFMAN ST,HOMICIDE,FIREARM,124,CENTRAL,Upton,"(39.2985800000, -76.6287600000)",1
01/18/2010,2130,1K,400 W FRANKLIN ST,HOMICIDE,KNIFE,123,CENTRAL,Seton Hill,"(39.2949100000, -76.6213700000)",1
01/16/2010,0530,1F,2300 W NORTH AV,HOMICIDE,FIREARM,735,WESTERN,Mondawmin,"(39.3096200000, -76.6542200000)",1
01/10/2010,2205,1F,900 N GLOVER ST,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.3014200000, -76.5803800000)",1
01/10/2010,2220,1F,3900 EIERMAN AV,HOMICIDE,FIREARM,422,NORTHEASTERN,Arcadia,"(39.3303300000, -76.5664000000)",1
01/07/2010,1721,1O,1300 N MILTON AV,HOMICIDE,OTHER,333,EASTERN,Broadway East,"(39.3062600000, -76.5827900000)",1
01/06/2010,2333,1F,100 N FRANKLINTOWN RD,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2888100000, -76.6596900000)",1
01/03/2010,1506,1F,2300 OCALA AV,HOMICIDE,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3205700000, -76.6551600000)",1
12/31/2009,0130,1O,0 S HIGHLAND AV,HOMICIDE,OTHER,224,SOUTHEASTERN,Baltimore Highlands,"(39.2921300000, -76.5693500000)",1
12/30/2009,2113,1F,3800 OAKFORD AV,HOMICIDE,FIREARM,624,NORTHWESTERN,Dolfield,"(39.3361200000, -76.6796200000)",1
12/29/2009,2115,1F,500 E 23RD ST,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3154600000, -76.6092900000)",1
12/27/2009,1845,1F,700 N LINWOOD AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2996500000, -76.5767200000)",1
12/26/2009,1700,1F,6900 REISTERSTOWN RD,HOMICIDE,FIREARM,632,NORTHWESTERN,Fallstaff,"(39.3619100000, -76.7098800000)",1
12/26/2009,2202,1F,700 W LEXINGTON ST,HOMICIDE,FIREARM,122,CENTRAL,Poppleton,"(39.2912100000, -76.6286100000)",1
12/26/2009,2353,1F,1800 E PRATT ST,HOMICIDE,FIREARM,213,SOUTHEASTERN,Upper Fells Point,"(39.2893500000, -76.5915300000)",1
12/24/2009,1320,1O,1900 E LANVALE ST,HOMICIDE,OTHER,321,EASTERN,Broadway East,"(39.3097900000, -76.5908900000)",1
12/22/2009,1526,1F,800 AISQUITH ST,HOMICIDE,FIREARM,315,EASTERN,Oldtown,"(39.2991700000, -76.6019700000)",1
12/21/2009,1430,1O,2800 KENTUCKY AV,HOMICIDE,OTHER,415,NORTHEASTERN,Belair-Edison,"(39.3249300000, -76.5724700000)",1
12/20/2009,0949,1F,5000 BELLE AV,HOMICIDE,FIREARM,626,NORTHWESTERN,Howard Park,"(39.3371100000, -76.6995800000)",1
12/20/2009,2327,1F,600 S WICKHAM RD,HOMICIDE,FIREARM,833,SOUTHWESTERN,Beechfield,"(39.2756100000, -76.6986100000)",1
12/19/2009,0004,1K,1600 E NORTH AV,HOMICIDE,KNIFE,312,EASTERN,Oliver,"(39.3120200000, -76.5966700000)",1
12/16/2009,1533,1F,700 BARTLETT AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3161200000, -76.6062200000)",1
12/12/2009,0057,1F,3300 WOODSTOCK AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3242400000, -76.5767100000)",1
12/12/2009,0717,1F,2400 SHIRLEY AV,HOMICIDE,FIREARM,531,NORTHERN,Greenspring,"(39.3358700000, -76.6588000000)",1
12/11/2009,2152,1F,4700 LIBERTY HEIGHTS AV,HOMICIDE,FIREARM,626,NORTHWESTERN,Howard Park,"(39.3314600000, -76.6958000000)",1
12/11/2009,2248,1F,2300 ETTING ST,HOMICIDE,FIREARM,135,CENTRAL,Druid Heights,"(39.3096500000, -76.6391400000)",1
12/08/2009,1212,1F,1400 E PRESTON ST,HOMICIDE,FIREARM,322,EASTERN,Oliver,"(39.3051800000, -76.5994700000)",1
12/05/2009,1726,1F,2700 ORLEANS ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2958100000, -76.5786100000)",1
12/03/2009,0720,1O,5500 MIDWOOD AV,HOMICIDE,OTHER,523,NORTHERN,Cameron Village,"(39.3559500000, -76.6013200000)",1
12/03/2009,0720,1O,5500 MIDWOOD AV,HOMICIDE,OTHER,523,NORTHERN,Cameron Village,"(39.3559500000, -76.6013200000)",1
12/03/2009,1100,1F,2800 BOARMAN AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Towanda-Grantley,"(39.3379100000, -76.6678400000)",1
12/03/2009,1700,1F,2200 E FAYETTE ST,HOMICIDE,FIREARM,325,EASTERN,CARE,"(39.2942600000, -76.5862700000)",1
12/02/2009,1919,1O,4700 GLENARM AV,HOMICIDE,OTHER,435,NORTHEASTERN,Cedmont,"(39.3434200000, -76.5343900000)",1
11/30/2009,0052,1F,600 N HOWARD ST,HOMICIDE,FIREARM,123,CENTRAL,Mount Vernon,"(39.2967700000, -76.6199800000)",1
11/30/2009,1238,1F,1100 WHITELOCK ST,HOMICIDE,FIREARM,135,CENTRAL,Reservoir Hill,"(39.3125400000, -76.6378600000)",1
11/30/2009,1315,1F,1000 N CAREY ST,HOMICIDE,FIREARM,715,WESTERN,Sandtown-Winchester,"(39.3002700000, -76.6388100000)",1
11/30/2009,1646,1F,100 W CROSS ST,HOMICIDE,FIREARM,942,SOUTHERN,Sharp-Leadenhall,"(39.2766300000, -76.6166600000)",1
11/25/2009,0110,1K,1200 WINCHESTER ST,HOMICIDE,KNIFE,715,WESTERN,Sandtown-Winchester,"(39.3025200000, -76.6375500000)",1
11/25/2009,0559,1F,2800 SPELMAN RD,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2458000000, -76.6283500000)",1
11/25/2009,1235,1O,2400 EDMONDSON AV,HOMICIDE,OTHER,723,WESTERN,Rosemont Homeowners/Tenants,"(39.2947300000, -76.6555100000)",1
11/25/2009,2321,1F,500 GOLD ST,HOMICIDE,FIREARM,135,CENTRAL,Druid Heights,"(39.3089700000, -76.6374700000)",1
11/24/2009,1343,1F,1400 CARSWELL ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3241100000, -76.5978800000)",1
11/21/2009,1919,1F,1200 N CURLEY ST,HOMICIDE,FIREARM,334,EASTERN,Berea,"(39.3051500000, -76.5763600000)",1
11/20/2009,2118,1F,3100 MC ELDERRY ST,HOMICIDE,FIREARM,223,SOUTHEASTERN,Ellwood Park/Monument,"(39.2981000000, -76.5736400000)",1
11/19/2009,1928,1F,2100 N FULTON AV,HOMICIDE,FIREARM,736,WESTERN,Mondawmin,"(39.3132100000, -76.6467400000)",1
11/17/2009,1545,1O,900 E EAGER ST,HOMICIDE,OTHER,315,EASTERN,Johnston Square,"(39.3015100000, -76.6040100000)",1
11/15/2009,1805,1F,2900 GARRISON BLVD,HOMICIDE,FIREARM,622,NORTHWESTERN,Garwyn Oaks,"(39.3207800000, -76.6775900000)",1
11/15/2009,2340,1F,1900 E LANVALE ST,HOMICIDE,FIREARM,321,EASTERN,Broadway East,"(39.3097600000, -76.5915200000)",1
11/14/2009,0047,1F,2400 DRUID HILL AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3117200000, -76.6396200000)",1
11/14/2009,1414,1F,800 LEMMON ST,HOMICIDE,FIREARM,931,SOUTHERN,Hollins Market,"(39.2864200000, -76.6299000000)",1
11/13/2009,2141,1F,5100 ARBUTUS AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Langston Hughes,"(39.3433300000, -76.6813100000)",1
11/12/2009,2014,1F,2000 W LANVALE ST,HOMICIDE,FIREARM,724,WESTERN,Midtown-Edmondson,"(39.2975100000, -76.6493000000)",1
11/12/2009,2104,1F,3600 GELSTON DR,HOMICIDE,FIREARM,815,SOUTHWESTERN,Edgewood,"(39.2966700000, -76.6773000000)",1
11/10/2009,0509,1K,2400 LLEWELYN AV,HOMICIDE,KNIFE,333,EASTERN,Broadway East,"(39.3073900000, -76.5840800000)",1
11/09/2009,1440,1F,3000 TOWANDA AV,HOMICIDE,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3203800000, -76.6566400000)",1
11/08/2009,0053,1F,0 W 20TH ST,HOMICIDE,FIREARM,516,NORTHERN,Charles North,"(39.3121800000, -76.6170300000)",1
11/07/2009,1504,1F,100 S PAYSON ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2854700000, -76.6484700000)",1
11/03/2009,1800,1F,1300 W FAYETTE ST,HOMICIDE,FIREARM,712,WESTERN,Franklin Square,"(39.2897800000, -76.6384300000)",1
11/03/2009,2130,1F,2400 PICKERING DR,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3695700000, -76.5643300000)",1
10/30/2009,0122,1K,1500 EDMONDSON AV,HOMICIDE,KNIFE,713,WESTERN,Harlem Park,"(39.2953000000, -76.6417900000)",1
10/30/2009,2145,1F,3800 9TH ST,HOMICIDE,FIREARM,913,SOUTHERN,Brooklyn,"(39.2328300000, -76.5988400000)",1
10/29/2009,2206,1F,2000 N WOLFE ST,HOMICIDE,FIREARM,312,EASTERN,South Clifton Park,"(39.3133000000, -76.5918300000)",1
10/25/2009,0502,1K,1500 MONTPELIER ST,HOMICIDE,KNIFE,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3217500000, -76.5982700000)",1
10/20/2009,2038,1F,100 N CENTRAL AV,HOMICIDE,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2928000000, -76.5998200000)",1
10/19/2009,2000,1O,1000 S LAKEWOOD AV,HOMICIDE,OTHER,217,SOUTHEASTERN,Canton,"(39.2809600000, -76.5782600000)",1
10/18/2009,0055,1F,1200 HOLLINS ST,HOMICIDE,FIREARM,933,SOUTHERN,Hollins Market,"(39.2876400000, -76.6367300000)",1
10/15/2009,2127,1F,2000 DENISON ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3100900000, -76.6742200000)",1
10/14/2009,0040,1F,3900 ELMORA AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Belair-Edison,"(39.3175000000, -76.5598000000)",1
10/14/2009,0044,1F,2300 BAKER ST,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3064100000, -76.6539900000)",1
10/13/2009,0852,1F,3200 W LEXINGTON ST,HOMICIDE,FIREARM,816,SOUTHWESTERN,Allendale,"(39.2889000000, -76.6742600000)",1
10/11/2009,0030,1F,3700 SPRINGDALE AV,HOMICIDE,FIREARM,621,NORTHWESTERN,Forest Park,"(39.3245800000, -76.6800900000)",1
10/10/2009,0853,1F,1900 OAK HILL AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3122300000, -76.6061400000)",1
10/10/2009,1306,1F,700 N KENWOOD AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2991700000, -76.5781100000)",1
10/05/2009,2026,1F,2600 MATHEWS ST,HOMICIDE,FIREARM,513,NORTHERN,Better Waverly,"(39.3198600000, -76.6078900000)",1
10/03/2009,0228,1F,4000 MASSACHUSETTS AV,HOMICIDE,FIREARM,824,SOUTHWESTERN,Irvington,"(39.2835100000, -76.6825300000)",1
