crimeDate,crimeTime,crimeCode,location,description,weapon,post,district,neighborhood,Location 1,Total Incidents
08/12/2013,1002,1O,2500 W BELVEDERE AV,HOMICIDE,OTHER,535,NORTHERN,Levindale,"(39.3529200000, -76.6668700000)",1
08/03/2013,1628,1F,2300 N ROSEDALE ST,HOMICIDE,FIREARM,812,SOUTHWESTERN,Walbrook,"(39.3137500000, -76.6696300000)",1
08/02/2013,0321,1F,1600 HARTSDALE RD,HOMICIDE,FIREARM,426,NORTHEASTERN,Perring Loch,"(39.3506800000, -76.5864900000)",1
08/01/2013,2302,1F,6400 HARFORD RD,HOMICIDE,FIREARM,424,NORTHEASTERN,Westfield,"(39.3608700000, -76.5541100000)",1
07/31/2013,0412,1O,1900 N FOREST PARK AV,HOMICIDE,OTHER,821,SOUTHWESTERN,Franklintown,"(39.3075300000, -76.7091200000)",1
07/30/2013,2310,1O,3300 SINCLAIR LA,HOMICIDE,OTHER,413,NORTHEASTERN,Belair-Edison,"(39.3142400000, -76.5717300000)",1
07/26/2013,0139,1F,2700 JEFFERSON ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2969000000, -76.5785200000)",1
07/26/2013,2030,1K,0 N CALVERT ST,HOMICIDE,KNIFE,112,CENTRAL,Downtown,"(39.2897000000, -76.6122600000)",1
07/26/2013,2101,1F,2000 JUBILEE CT,HOMICIDE,FIREARM,424,NORTHEASTERN,Hamilton Hills,"(39.3674000000, -76.5723000000)",1
07/22/2013,0320,1O,800 PARK AV,HOMICIDE,OTHER,143,CENTRAL,Mid-Town Belvedere,"(39.3003100000, -76.6185400000)",1
07/22/2013,0320,1O,800 PARK AV,HOMICIDE,OTHER,143,CENTRAL,Mid-Town Belvedere,"(39.3003100000, -76.6185400000)",1
07/22/2013,0918,1F,1700 N BOND ST,HOMICIDE,FIREARM,321,EASTERN,Oliver,"(39.3096700000, -76.5969500000)",1
07/22/2013,1530,1F,2500 E PRESTON ST,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3058600000, -76.5826600000)",1
07/19/2013,2330,1K,3000 Liberty Heights Av,HOMICIDE,KNIFE,625,NORTHWESTERN,Ashburton,"(39.3225200000, -76.6656900000)",1
07/16/2013,2145,1F,1600 PRESSTMAN ST,HOMICIDE,FIREARM,731,WESTERN,Sandtown-Winchester,"(39.3054000000, -76.6433800000)",1
07/15/2013,2059,1F,200 DIENER PL,HOMICIDE,FIREARM,824,SOUTHWESTERN,Irvington,"(39.2831000000, -76.6876100000)",1
07/13/2013,2307,1F,4600 GOUGH ST,HOMICIDE,FIREARM,231,SOUTHEASTERN,Greektown,"(39.2890400000, -76.5573900000)",1
07/11/2013,2200,1O,100 N KENWOOD AV,HOMICIDE,OTHER,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2937400000, -76.5776700000)",1
07/10/2013,1155,1F,0 N FULTON AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2887500000, -76.6452000000)",1
07/10/2013,1155,1F,0 N FULTON AV,HOMICIDE,FIREARM,711,WESTERN,Franklin Square,"(39.2887500000, -76.6452000000)",1
07/09/2013,0221,1F,1800 E LANVALE ST,HOMICIDE,FIREARM,321,EASTERN,Broadway East,"(39.3097200000, -76.5924700000)",1
07/05/2013,0147,1F,700 E PRESTON ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3048500000, -76.6081000000)",1
07/05/2013,0147,1F,700 E PRESTON ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3048500000, -76.6081000000)",1
07/05/2013,1500,1F,1000 PENNSYLVANIA AV,HOMICIDE,FIREARM,124,CENTRAL,Upton,"(39.2981400000, -76.6279400000)",1
07/02/2013,1655,1F,4200 PIMLICO RD,HOMICIDE,FIREARM,612,NORTHWESTERN,Central Park Heights,"(39.3382600000, -76.6633400000)",1
06/29/2013,0326,1F,200 S HAVEN ST,HOMICIDE,FIREARM,224,SOUTHEASTERN,Highlandtown,"(39.2901900000, -76.5626700000)",1
06/28/2013,0520,1F,900 BENNETT PL,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2950500000, -76.6325000000)",1
06/27/2013,0112,1F,2900 W NORTH AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Northwest Community Action,"(39.3090500000, -76.6660500000)",1
06/27/2013,0112,1F,2900 W NORTH AV,HOMICIDE,FIREARM,811,SOUTHWESTERN,Northwest Community Action,"(39.3090500000, -76.6660500000)",1
06/27/2013,2107,1F,3300 ELMORA AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Four By Four,"(39.3159200000, -76.5766200000)",1
06/27/2013,2107,1F,3300 ELMORA AV,HOMICIDE,FIREARM,413,NORTHEASTERN,Four By Four,"(39.3159200000, -76.5766200000)",1
06/25/2013,2045,1F,2900 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,621,NORTHWESTERN,Hanlon-Longwood,"(39.3146300000, -76.6663900000)",1
06/25/2013,2250,1F,800 WHITMORE AV,HOMICIDE,FIREARM,725,WESTERN,Evergreen Lawn,"(39.2965600000, -76.6580000000)",1
06/23/2013,0441,1F,5200 ST CHARLES AV,HOMICIDE,FIREARM,634,NORTHWESTERN,Woodmere,"(39.3445700000, -76.6830000000)",1
06/23/2013,2029,1F,900 BENNETT PL,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2950500000, -76.6325000000)",1
06/22/2013,0127,1F,700 N KENWOOD AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2991700000, -76.5781100000)",1
06/22/2013,1133,1F,5200 CUTHBERT AV,HOMICIDE,FIREARM,634,NORTHWESTERN,Arlington,"(39.3467200000, -76.6811600000)",1
06/22/2013,2355,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3012700000, -76.6318900000)",1
06/22/2013,2355,1F,1400 PENNSYLVANIA AV,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3012700000, -76.6318900000)",1
06/21/2013,1309,1F,900 DUCATEL ST,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3123800000, -76.6342900000)",1
06/20/2013,1901,1F,1600 MOUNTMOR CT,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3069100000, -76.6445700000)",1
06/17/2013,2337,1F,2600 GROGAN AV,HOMICIDE,FIREARM,333,EASTERN,Berea,"(39.3064100000, -76.5808300000)",1
06/15/2013,1618,1F,2300 RIGGS AV,HOMICIDE,FIREARM,725,WESTERN,Bridgeview/Greenlawn,"(39.3007100000, -76.6536400000)",1
06/15/2013,2319,1K,0 N ROSEDALE ST,HOMICIDE,KNIFE,814,SOUTHWESTERN,Rosemont,"(39.3046300000, -76.6690500000)",1
06/11/2013,2201,1F,100 N BOND ST,HOMICIDE,FIREARM,212,SOUTHEASTERN,Washington Hill,"(39.2927400000, -76.5958800000)",1
06/10/2013,0530,1O,1600 MOUNTMOR CT,HOMICIDE,OTHER,732,WESTERN,Sandtown-Winchester,"(39.3073500000, -76.6445900000)",1
06/09/2013,0230,1K,3300 MANNASOTA AV,HOMICIDE,KNIFE,415,NORTHEASTERN,Belair-Edison,"(39.3204500000, -76.5709500000)",1
06/06/2013,0711,1F,3000 HOMEWOOD AV,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3225100000, -76.6002300000)",1
06/05/2013,0010,1F,3700 GLENMORE AV,HOMICIDE,FIREARM,425,NORTHEASTERN,Rosemont East,"(39.3535600000, -76.5424000000)",1
06/04/2013,0515,1F,2100 PARK AV,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3140600000, -76.6293900000)",1
06/03/2013,2326,1F,0 W 20TH ST,HOMICIDE,FIREARM,516,NORTHERN,Charles North,"(39.3122300000, -76.6170700000)",1
06/01/2013,0210,1O,5500 YORK RD,HOMICIDE,OTHER,523,NORTHERN,Mid-Govans,"(39.3566600000, -76.6098700000)",1
05/31/2013,1130,1F,2700 ROUND RD,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2482700000, -76.6284200000)",1
05/31/2013,1338,1F,2800 N DUKELAND ST,HOMICIDE,FIREARM,621,NORTHWESTERN,Hanlon-Longwood,"(39.3183900000, -76.6650000000)",1
05/30/2013,2203,1F,3600 ST MARGARET ST,HOMICIDE,FIREARM,911,SOUTHERN,Brooklyn,"(39.2334000000, -76.5953000000)",1
05/30/2013,2252,1K,1500 CHARLOTTE AV,HOMICIDE,KNIFE,234,SOUTHEASTERN,Broening Manor,"(39.2753800000, -76.5404800000)",1
05/28/2013,1431,1O,300 BIRKWOOD PL,HOMICIDE,OTHER,526,NORTHERN,Oakenshawe,"(39.3296700000, -76.6117700000)",1
05/25/2013,1930,1F,4500 MARBLE HALL RD,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3449500000, -76.5971200000)",1
05/24/2013,1905,1F,1200 CHERRY HILL RD,HOMICIDE,FIREARM,922,SOUTHERN,Cherry Hill,"(39.2510300000, -76.6316300000)",1
05/24/2013,2019,1O,900 DESOTO RD,HOMICIDE,OTHER,832,SOUTHWESTERN,Wilhelm Park,"(39.2746600000, -76.6679900000)",1
05/22/2013,0303,1F,1600 CLIFTVIEW AV,HOMICIDE,FIREARM,312,EASTERN,Darley Park,"(39.3152300000, -76.5955800000)",1
05/22/2013,2150,1F,2800 ASHLAND AV,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.3011600000, -76.5781000000)",1
05/20/2013,2010,1F,3100 CLIFTMONT AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3194200000, -76.5752800000)",1
05/17/2013,2129,1F,600 CHERRYCREST RD,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2486800000, -76.6213900000)",1
05/13/2013,1400,1F,500 N DECKER AV,HOMICIDE,FIREARM,223,SOUTHEASTERN,Ellwood Park/Monument,"(39.2972900000, -76.5744200000)",1
05/11/2013,0315,1F,2500 CHELSEA TER,HOMICIDE,FIREARM,622,NORTHWESTERN,Windsor Hills,"(39.3163400000, -76.6815400000)",1
05/08/2013,2048,1F,2500 EUTAW PL,HOMICIDE,FIREARM,135,CENTRAL,Reservoir Hill,"(39.3150900000, -76.6384500000)",1
05/08/2013,2334,1F,4100 ETHLAND AV,HOMICIDE,FIREARM,623,NORTHWESTERN,Forest Park Golf Course,"(39.3236800000, -76.6905500000)",1
05/07/2013,1537,1F,1100 N PARRISH ST,HOMICIDE,FIREARM,715,WESTERN,Sandtown-Winchester,"(39.3016300000, -76.6423600000)",1
05/07/2013,2251,1F,200 E 22ND ST,HOMICIDE,FIREARM,516,NORTHERN,Barclay,"(39.3143900000, -76.6134900000)",1
05/05/2013,1854,1F,2900 E MONUMENT ST,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2991000000, -76.5765500000)",1
05/02/2013,0035,1F,600 COKESBURY AV,HOMICIDE,FIREARM,311,EASTERN,East Baltimore Midway,"(39.3166500000, -76.6083200000)",1
04/30/2013,1728,1F,1200 WALTERS AV,HOMICIDE,FIREARM,423,NORTHEASTERN,Woodbourne Heights,"(39.3596300000, -76.5943200000)",1
04/29/2013,2210,1K,100 N FREMONT AV,HOMICIDE,KNIFE,712,WESTERN,Poppleton,"(39.2906800000, -76.6298800000)",1
04/28/2013,0240,1F,2800 ERDMAN AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3233300000, -76.5764100000)",1
04/25/2013,0049,1F,4000 RIDGECROFT RD,HOMICIDE,FIREARM,422,NORTHEASTERN,Waltherson,"(39.3372800000, -76.5576300000)",1
04/25/2013,1538,1F,3100 PELHAM AV,HOMICIDE,FIREARM,415,NORTHEASTERN,Belair-Edison,"(39.3236600000, -76.5692800000)",1
04/20/2013,1011,1K,0 E TRENTON ST,HOMICIDE,KNIFE,141,CENTRAL,Charles North,"(39.3103600000, -76.6163800000)",1
04/19/2013,0051,1F,2700 JEFFERSON ST,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2968900000, -76.5789000000)",1
04/19/2013,0408,1F,400 PRESSTMAN ST,HOMICIDE,FIREARM,131,CENTRAL,Druid Heights,"(39.3086200000, -76.6338800000)",1
04/18/2013,2354,1F,1700 HOMESTEAD ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197800000, -76.5938300000)",1
04/16/2013,1614,1F,3800 CLIFTON AV,HOMICIDE,FIREARM,821,SOUTHWESTERN,Fairmont,"(39.3109100000, -76.6823700000)",1
04/12/2013,1942,1F,2700 KINSEY AV,HOMICIDE,FIREARM,816,SOUTHWESTERN,Shipley Hill,"(39.2878600000, -76.6603700000)",1
04/10/2013,0048,1F,800 VINE ST,HOMICIDE,FIREARM,712,WESTERN,Poppleton,"(39.2906100000, -76.6298600000)",1
04/09/2013,0140,1O,1600 CYPRESS ST,HOMICIDE,OTHER,911,SOUTHERN,Curtis Bay,"(39.2237700000, -76.5873400000)",1
04/08/2013,0150,1F,300 S PAYSON ST,HOMICIDE,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2833300000, -76.6484400000)",1
04/08/2013,2011,1K,4100 GROVELAND AV,HOMICIDE,KNIFE,624,NORTHWESTERN,West Arlington,"(39.3407300000, -76.6873900000)",1
04/07/2013,0218,1K,400 E PRATT ST,HOMICIDE,KNIFE,111,CENTRAL,Inner Harbor,"(39.2866300000, -76.6098000000)",1
04/05/2013,1558,1F,3600 OLD YORK RD,HOMICIDE,FIREARM,525,NORTHERN,Waverly,"(39.3323800000, -76.6078900000)",1
04/03/2013,0110,1F,2200 BARCLAY ST,HOMICIDE,FIREARM,311,EASTERN,Barclay,"(39.3146700000, -76.6111800000)",1
04/01/2013,1227,1O,5600 MIDWOOD AV,HOMICIDE,OTHER,523,NORTHERN,Cameron Village,"(39.3582000000, -76.6005900000)",1
04/01/2013,2118,1F,1900 N BENTALOU ST,HOMICIDE,FIREARM,735,WESTERN,Mondawmin,"(39.3102800000, -76.6541100000)",1
03/31/2013,0647,1F,1600 E 29TH ST,HOMICIDE,FIREARM,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3246400000, -76.5927300000)",1
03/29/2013,2330,1F,1300 E LANVALE ST,HOMICIDE,FIREARM,313,EASTERN,Oliver,"(39.3093900000, -76.6008100000)",1
03/28/2013,0359,1F,1300 CARROLL ST,HOMICIDE,FIREARM,921,SOUTHERN,Washington Village/Pigtown,"(39.2791200000, -76.6352400000)",1
03/19/2013,0912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",1
03/19/2013,0912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",1
03/19/2013,0912,1F,2200 N FULTON AV,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3141900000, -76.6452900000)",1
03/19/2013,1838,1F,300 WILSON ST,HOMICIDE,FIREARM,133,CENTRAL,Madison Park,"(39.3069300000, -76.6301300000)",1
03/18/2013,0941,1F,2700 FOX ST,HOMICIDE,FIREARM,512,NORTHERN,Remington,"(39.3203600000, -76.6216100000)",1
03/18/2013,1221,1F,3000 WINDSOR AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Walbrook,"(39.3123000000, -76.6680100000)",1
03/17/2013,0518,1K,600 FALLSWAY,HOMICIDE,KNIFE,315,EASTERN,Penn-Fallsway,"(39.2971900000, -76.6103100000)",1
03/17/2013,1115,1F,1800 RUXTON AV,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3086200000, -76.6550800000)",1
03/17/2013,2134,1F,3700 MANCHESTER AV,HOMICIDE,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3430600000, -76.6762100000)",1
03/14/2013,1200,1K,2600 WEGWORTH LA,HOMICIDE,KNIFE,923,SOUTHERN,Lakeland,"(39.2545200000, -76.6449000000)",1
03/08/2013,0607,1K,600 S FULTON AV,HOMICIDE,KNIFE,935,SOUTHERN,Carrollton Ridge,"(39.2809700000, -76.6448100000)",1
03/04/2013,0026,1F,2900 MOSHER ST,HOMICIDE,FIREARM,814,SOUTHWESTERN,Franklintown Road,"(39.2992000000, -76.6658900000)",1
03/03/2013,1712,1K,3100 MILFORD AV,HOMICIDE,KNIFE,623,NORTHWESTERN,Howard Park,"(39.3259500000, -76.7007900000)",1
03/03/2013,1833,1F,1900 WALBROOK AV,HOMICIDE,FIREARM,732,WESTERN,Mondawmin,"(39.3109000000, -76.6482800000)",1
03/02/2013,0724,1F,300 E 22 1/2 ST,HOMICIDE,FIREARM,311,EASTERN,Barclay,"(39.3144400000, -76.6122600000)",1
03/02/2013,0448,1F,1100 BARCLAY ST,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3026500000, -76.6104000000)",1
03/02/2013,2100,1F,1800 PRESBURY ST,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3078900000, -76.6476900000)",1
02/24/2013,2250,1F,1700 MONTPELIER ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197500000, -76.5950800000)",1
02/24/2013,2250,1F,1700 MONTPELIER ST,HOMICIDE,FIREARM,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3197500000, -76.5950800000)",1
02/22/2013,0442,1F,2000 N MONROE ST,HOMICIDE,FIREARM,732,WESTERN,Mondawmin,"(39.3112300000, -76.6482800000)",1
02/22/2013,0442,1F,2000 N MONROE ST,HOMICIDE,FIREARM,732,WESTERN,Mondawmin,"(39.3112300000, -76.6482800000)",1
02/21/2013,2015,1F,500 N FREMONT AV,HOMICIDE,FIREARM,714,WESTERN,Harlem Park,"(39.2944800000, -76.6319600000)",1
02/19/2013,1809,1F,3900 FRISBY ST,HOMICIDE,FIREARM,525,NORTHERN,Pen Lucy,"(39.3366200000, -76.6061900000)",1
02/18/2013,2312,1F,4300 ADELLE TER,HOMICIDE,FIREARM,824,SOUTHWESTERN,Irvington,"(39.2824500000, -76.6876600000)",1
02/11/2013,1819,1F,1100 N STRICKER ST,HOMICIDE,FIREARM,715,WESTERN,Sandtown-Winchester,"(39.3012900000, -76.6417200000)",1
02/08/2013,1418,1O,5700 HIGHGATE DR,HOMICIDE,OTHER,635,NORTHWESTERN,Glen,"(39.3555200000, -76.6813900000)",1
02/05/2013,1414,1K,0 N HOWARD ST,HOMICIDE,KNIFE,113,CENTRAL,Downtown,"(39.2900600000, -76.6194400000)",1
02/04/2013,0205,1K,200 E FAYETTE ST,HOMICIDE,KNIFE,111,CENTRAL,Downtown,"(39.2904300000, -76.6120700000)",1
02/03/2013,0058,1F,0 WHEELER AV,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2882800000, -76.6543300000)",1
02/03/2013,1859,1F,1600 MC KEAN AV,HOMICIDE,FIREARM,732,WESTERN,Sandtown-Winchester,"(39.3071600000, -76.6472000000)",1
02/02/2013,0414,1F,3400 REISTERSTOWN RD,HOMICIDE,FIREARM,611,NORTHWESTERN,Park Circle,"(39.3268700000, -76.6587200000)",1
02/01/2013,2011,1F,100 N BENTALOU ST,HOMICIDE,FIREARM,721,WESTERN,Penrose/Fayette Street Outreach,"(39.2896200000, -76.6529900000)",1
01/30/2013,1800,1F,4600 LAUREL AV,HOMICIDE,FIREARM,534,NORTHERN,Cylburn,"(39.3446100000, -76.6655200000)",1
01/29/2013,0226,1F,2600 SOUTHERN AV,HOMICIDE,FIREARM,426,NORTHEASTERN,Lauraville,"(39.3465300000, -76.5727400000)",1
01/28/2013,1157,1F,1500 STONEWOOD RD,HOMICIDE,FIREARM,426,NORTHEASTERN,Stonewood-Pentwood-Winston,"(39.3493200000, -76.5903600000)",1
01/27/2013,2346,1F,400 PARKSLEY AV,HOMICIDE,FIREARM,834,SOUTHWESTERN,Gwynns Falls,"(39.2797800000, -76.6656600000)",1
01/22/2013,2125,1F,600 N MILTON AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2978600000, -76.5822700000)",1
01/18/2013,2349,1K,300 E NORTH AV,HOMICIDE,KNIFE,314,EASTERN,Greenmount West,"(39.3111900000, -76.6115500000)",1
01/16/2013,2305,1F,3700 OLD FREDERICK RD,HOMICIDE,FIREARM,824,SOUTHWESTERN,Saint Josephs,"(39.2835500000, -76.6776900000)",1
01/15/2013,1047,1F,3900 W MULBERRY ST,HOMICIDE,FIREARM,822,SOUTHWESTERN,Allendale,"(39.2916900000, -76.6810700000)",1
01/13/2013,0555,1F,2100 W NORTH AV,HOMICIDE,FIREARM,735,WESTERN,Mondawmin,"(39.3097200000, -76.6515200000)",1
01/12/2013,0155,1F,200 N FRANKLINTOWN RD,HOMICIDE,FIREARM,816,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2901200000, -76.6604400000)",1
01/11/2013,1945,1F,3500 5TH ST,HOMICIDE,FIREARM,912,SOUTHERN,Brooklyn,"(39.2388600000, -76.6028400000)",1
01/11/2013,2330,1F,2300 W LANVALE ST,HOMICIDE,FIREARM,723,WESTERN,Evergreen Lawn,"(39.2970600000, -76.6536000000)",1
01/11/2013,2347,1K,5400 YORK RD,HOMICIDE,KNIFE,523,NORTHERN,Mid-Govans,"(39.3560000000, -76.6098600000)",1
01/03/2013,0300,1O,5600 SAGRA RD,HOMICIDE,OTHER,421,NORTHEASTERN,Woodbourne Heights,"(39.3569500000, -76.5925800000)",1
12/31/2012,1737,1F,2100 BRYANT AV,HOMICIDE,FIREARM,736,WESTERN,Mondawmin,"(39.3157200000, -76.6505900000)",1
12/28/2012,1405,1F,2500 WOODBROOK AV,HOMICIDE,FIREARM,733,WESTERN,Penn North,"(39.3121100000, -76.6431700000)",1
12/24/2012,1125,1F,1100 WEBB CT,HOMICIDE,FIREARM,315,EASTERN,Oldtown,"(39.3007000000, -76.6026900000)",1
12/20/2012,0645,1K,200 ATHOLGATE LA,HOMICIDE,KNIFE,826,SOUTHWESTERN,Ten Hills,"(39.2855600000, -76.6969200000)",1
12/17/2012,2002,1F,1700 GWYNNS FALLS PKWY,HOMICIDE,FIREARM,736,WESTERN,Parkview/Woodbrook,"(39.3171400000, -76.6497800000)",1
12/16/2012,1148,1F,2800 WINWOOD CT,HOMICIDE,FIREARM,924,SOUTHERN,Cherry Hill,"(39.2465000000, -76.6287900000)",1
12/15/2012,0245,1F,1000 MADISON AV,HOMICIDE,FIREARM,123,CENTRAL,Upton,"(39.3009700000, -76.6244000000)",1
12/13/2012,1502,1F,3200 LYNDHURST AV,HOMICIDE,FIREARM,622,NORTHWESTERN,West Forest Park,"(39.3225000000, -76.6877600000)",1
12/10/2012,1136,1F,1500 SHIELDS PL,HOMICIDE,FIREARM,132,CENTRAL,Upton,"(39.3009500000, -76.6341600000)",1
12/08/2012,1405,1F,800 BROOKS LA,HOMICIDE,FIREARM,134,CENTRAL,Reservoir Hill,"(39.3160300000, -76.6346500000)",1
12/07/2012,0356,1K,1800 N FULTON AV,HOMICIDE,KNIFE,732,WESTERN,Sandtown-Winchester,"(39.3090900000, -76.6462800000)",1
12/07/2012,2219,1F,2300 WESTWOOD AV,HOMICIDE,FIREARM,735,WESTERN,Coppin Heights/Ash-Co-East,"(39.3086000000, -76.6541200000)",1
12/06/2012,0149,1O,5300 FRANKFORD AV,HOMICIDE,OTHER,434,NORTHEASTERN,Frankford,"(39.3243200000, -76.5407800000)",1
12/02/2012,1130,1K,1400 BROENING HWY,HOMICIDE,KNIFE,234,SOUTHEASTERN,Medford,"(39.2770300000, -76.5436400000)",1
12/01/2012,0132,1K,400 N DUNCAN ST,HOMICIDE,KNIFE,325,EASTERN,CARE,"(39.2958100000, -76.5871000000)",1
11/26/2012,1411,1O,300 E 22ND ST,HOMICIDE,OTHER,311,EASTERN,Barclay,"(39.3144000000, -76.6119600000)",1
11/25/2012,2102,1F,2200 BARCLAY ST,HOMICIDE,FIREARM,311,EASTERN,Barclay,"(39.3146700000, -76.6111800000)",1
11/25/2012,2126,1F,500 N CALHOUN ST,HOMICIDE,FIREARM,713,WESTERN,Harlem Park,"(39.2942300000, -76.6399000000)",1
11/24/2012,1332,1F,1300 LAURENS ST,HOMICIDE,FIREARM,731,WESTERN,Sandtown-Winchester,"(39.3033800000, -76.6390600000)",1
11/22/2012,1419,1F,2000 N FOREST PARK AV,HOMICIDE,FIREARM,821,SOUTHWESTERN,Franklintown,"(39.3091200000, -76.7082400000)",1
11/21/2012,1433,1F,2800 BOARMAN AV,HOMICIDE,FIREARM,613,NORTHWESTERN,Towanda-Grantley,"(39.3379100000, -76.6678400000)",1
11/20/2012,1958,1F,2700 GREENMOUNT AV,HOMICIDE,FIREARM,512,NORTHERN,Harwood,"(39.3209700000, -76.6095100000)",1
11/18/2012,1538,1F,3900 WOODHAVEN AV,HOMICIDE,FIREARM,622,NORTHWESTERN,Concerned Citizens Of Forest Park,"(39.3213800000, -76.6821700000)",1
11/16/2012,2203,1F,3000 ELGIN AV,HOMICIDE,FIREARM,812,SOUTHWESTERN,Walbrook,"(39.3133500000, -76.6684100000)",1
11/14/2012,2043,1F,2700 FENWICK AV,HOMICIDE,FIREARM,412,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3227100000, -76.5897800000)",1
11/13/2012,2110,1F,2500 W LAFAYETTE AV,HOMICIDE,FIREARM,725,WESTERN,Evergreen Lawn,"(39.2983100000, -76.6587600000)",1
11/13/2012,2110,1F,2500 W LAFAYETTE AV,HOMICIDE,FIREARM,725,WESTERN,Evergreen Lawn,"(39.2983100000, -76.6587600000)",1
11/12/2012,1537,1K,1800 RUTLAND AV,HOMICIDE,KNIFE,321,EASTERN,Broadway East,"(39.3111500000, -76.5930200000)",1
11/08/2012,1508,1F,5100 GOODNOW RD,HOMICIDE,FIREARM,433,NORTHEASTERN,Frankford,"(39.3259400000, -76.5437600000)",1
11/06/2012,0038,1F,3000 FREDERICK AV,HOMICIDE,FIREARM,834,SOUTHWESTERN,Carroll-South Hilton,"(39.2800900000, -76.6667500000)",1
11/05/2012,1549,1K,1200 WASHINGTON BLVD,HOMICIDE,KNIFE,931,SOUTHERN,Washington Village/Pigtown,"(39.2813800000, -76.6345100000)",1
11/04/2012,1854,1F,3100 ARTABAN PL,HOMICIDE,FIREARM,621,NORTHWESTERN,Hanlon-Longwood,"(39.3175300000, -76.6705000000)",1
11/03/2012,0255,1F,600 N LAKEWOOD AV,HOMICIDE,FIREARM,221,SOUTHEASTERN,McElderry Park,"(39.2982300000, -76.5794500000)",1
11/03/2012,1436,1F,1200 LINWORTH AV,HOMICIDE,FIREARM,421,NORTHEASTERN,New Northwood,"(39.3472300000, -76.5980800000)",1
11/01/2012,1708,1F,2600 E MONUMENT ST,HOMICIDE,FIREARM,334,EASTERN,Madison-Eastend,"(39.2989300000, -76.5807800000)",1
10/31/2012,2016,1F,5300 CARRIAGE CT,HOMICIDE,FIREARM,826,SOUTHWESTERN,Westgate,"(39.2830800000, -76.7066700000)",1
10/31/2012,2200,1F,6000 MARJORIE LA,HOMICIDE,FIREARM,522,NORTHERN,Evesham Park,"(39.3658200000, -76.6063700000)",1
10/30/2012,1715,1F,1100 HOMEWOOD AV,HOMICIDE,FIREARM,313,EASTERN,Johnston Square,"(39.3029200000, -76.6065000000)",1
10/25/2012,1426,1F,2200 ANNAPOLIS RD,HOMICIDE,FIREARM,922,SOUTHERN,Westport,"(39.2638900000, -76.6334100000)",1
